chapter,section,word_body_index,style_name,old_text_preview,new_text_preview,change_type
第五章 系统测试,5.3 功能测试,153,,功能测试重点验证系统的五类核心业务链路是否能够按预期完成。首先，在简历上传与解析场景下，应验证系统是否能够正确接收合法 PDF 文件、完成文本提取、调用外部模型并在页面展示结构化结...,功能测试重点验证系统五类核心业务链路是否能够按预期完成。在简历上传与解析场景下，应验证系统是否能够正确接收合法 PDF 文件、完成文本提取、调用外部模型并在页面展示结构化结果；同时...,body
第五章 系统测试,5.3 功能测试,153,,对于流式对话场景，功能测试不仅要验证用户输入能否成功触发模型回复，更要关注前端是否能以渐进式方式展示返回内容、按钮状态是否与连接状态联动、异常情况下是否能够提示“连接已断开，请重试...,对于流式对话场景，功能测试不仅要验证用户输入能否成功触发模型回复，更要关注前端是否能以渐进式方式展示返回内容、按钮状态是否与连接状态联动、异常情况下是否能够提示“连接已断开，请重试...,body
第五章 系统测试,5.3 功能测试,153,,根据当前系统实现，功能测试用例可围绕以下典型场景展开：正常 PDF 简历上传与解析、非 PDF 文件上传拦截、岗位选择后会话初始化、流式对话正常接收、结束面试后生成评估报告，以及空...,在模型配置验证方面，系统新增 LLM 配置连通性测试接口，用于验证当前用户所选 Provider、模型和 API Key 是否可用。真实模式下，该接口会发起一次轻量模型调用，并根据...,body
第五章 系统测试,5.3 功能测试,153,,表 5.2 功能测试用例表,根据当前系统实现，功能测试用例可围绕以下典型场景展开：正常 PDF 简历上传与解析、非 PDF 文件上传拦截、岗位选择后会话初始化、流式对话正常接收、结束面试后生成评估报告，以及空...,body
第五章 系统测试,5.3 功能测试,153,,除上述业务功能测试外，本轮已先完成后端单元测试和前端生产构建验证，结果如表 5.3 所示。该表只能说明工程构建与自动化测试入口可用，不能替代 TC-01 至 TC-09 的真实业务...,表 5.2 功能测试用例表,table_caption
第五章 系统测试,5.3 功能测试,153,,表 5.3 构建与自动化验证记录表,除上述业务功能测试外，本轮已先完成后端单元测试和前端生产构建验证，结果如表 5.3 所示。该表只能说明工程构建与自动化测试入口可用，不能替代 TC-01 至 TC-09 的真实业务...,body
第五章 系统测试,5.3 功能测试,162,,,表 5.3 构建与自动化验证记录表,insert_table_caption
第五章 系统测试,5.4 性能测试,163,,本系统的性能测试不以大规模压测为目标，而是聚焦于真实使用场景下最关键的体验指标。对于模拟面试系统而言，用户对性能的直接感知主要集中在两个方面：一是提交回答后多久能够看到模型开始返回...,本系统的性能测试不以大规模压测为目标，而是聚焦真实使用场景下最关键的体验指标。对于模拟面试系统而言，用户对性能的直接感知主要来自提交回答后的首段返回时间，以及上传简历后的文本提取与...,body
第五章 系统测试,5.5 测试结论,169,,从当前系统实现和测试结果可见，本系统能够围绕用户登录、简历解析、会话创建、流式对话与评估报告生成构建完整的业务闭环。TC-01 至 TC-09 覆盖了正常流程、文件类型校验、权限校...,从当前系统实现和测试结果可见，本系统能够围绕用户登录、简历解析、会话创建、流式对话与评估报告生成构建完整业务闭环。TC-01 至 TC-09 覆盖正常流程、文件类型校验、权限校验、...,body
第五章 系统测试,5.5 测试结论,169,,同时，也应客观指出本系统的性能与稳定性在一定程度上受制于第三方大语言模型服务。例如，流式接口的首字节响应时间可能会受到网络环境、模型服务负载和上下文长度变化影响而产生波动；简历解析...,同时，也应客观指出，本系统的性能与稳定性在一定程度上受制于第三方大语言模型服务。例如，流式接口的首字节响应时间可能会受到网络环境、模型服务负载和上下文长度变化影响而产生波动；简历解...,body
第六章 总结与展望,6.1 总结,175,,本文围绕“基于大语言模型的沉浸式模拟面试与简历诊断系统”展开研究与实现，围绕高校毕业生在简历准备、面试训练与过程反馈方面的现实需求，构建了一套覆盖简历解析、岗位驱动问答、流式交互和...,本文围绕“基于大语言模型的沉浸式模拟面试与简历诊断系统”展开研究与实现，面向高校毕业生在简历准备、面试训练与过程反馈方面的现实需求，构建了一套覆盖简历解析、岗位驱动问答、流式交互和...,body
第六章 总结与展望,6.1 总结,175,,从整体结果看，本文所实现的系统在技术链路上完成了“PDF 简历解析与结构化提炼—岗位模板驱动的动态面试启动—多轮上下文感知的流式对话—AI 生成评估报告”的闭环设计，能够较好体现大...,从整体结果看，本文所实现的系统在技术链路上完成了“PDF 简历解析与结构化提炼—岗位模板驱动的动态面试启动—多轮上下文感知的流式对话—AI 生成评估报告”的闭环设计，能够较好体现大...,body
第六章 总结与展望,6.1 总结,178,,,在工程实现层面，系统围绕运行稳定性补充了若干边界保护措施。简历解析模块在保存完整 PDF 提取文本的同时，对提交给大语言模型进行结构化解析的输入内容进行长度保护，降低超长简历导致上...,insert_body
第六章 总结与展望,6.2 不足与展望,179,,尽管如此，当前系统仍存在若干不足。首先，现有上下文管理策略主要采用固定消息数量截断方式，即保留首条系统消息与最近若干条对话记录。这种方法虽然能够有效控制 Token 消耗，但尚未引...,尽管如此，当前系统仍存在若干不足。在上下文管理方面，现有策略主要采用固定消息数量截断方式，即保留首条系统消息与最近若干条对话记录。这种方法虽然能够有效控制 Token 消耗，但尚未...,body
第六章 总结与展望,6.2 不足与展望,179,,基于上述不足，后续工作可从以下几个方向展开。其一，在上下文管理方面，可引入摘要压缩、长期记忆或上下文感知缓存机制，在控制上下文长度的同时保留早期关键信息，以提升长轮次对话的稳定性与...,此外，当前测试主要验证单用户、本机回环环境下的 Demo Twin 业务闭环，尚未进行多用户并发压测、真实公网模型服务稳定性测试和部署环境监控验证。因此，本文不能将系统描述为生产级...,body
第六章 总结与展望,6.2 不足与展望,183,,,基于上述不足，后续工作可围绕上下文管理、内容可信度和多模态交互继续推进。摘要压缩或长期上下文管理策略有助于在控制上下文长度的同时保留早期关键信息，从而提升长轮次对话的稳定性与一致性...,insert_body
